respondent_id,age,gender,province,sector,education,urban_rural,monthly_income_rwf
1003,35,Male,Southern,Services,Primary,Urban,145604
1004,27,Female,Kigali,Services,Primary,Urban,149498
1005,43,Female,Western,Agriculture,Secondary,Rural,85757
1006,39,Male,Eastern,Manufacturing,Primary,Urban,119632
1007,45,Male,Southern,Manufacturing,Tertiary,Rural,296028
1008,42,Female,Kigali,Manufacturing,Secondary,Rural,189425
1009,47,Male,Eastern,Manufacturing,No Education,Rural,135483
1010,28,Female,Eastern,Agriculture,Secondary,Rural,142819
1011,50,Female,Northern,Other,Primary,Urban,100088
1012,37,Female,Kigali,Trade,Secondary,Rural,86950
1013,59,Female,Southern,Other,Primary,Rural,327554
1014,26,Female,Kigali,Agriculture,Secondary,Urban,208786
1015,55,Female,Southern,Other,Secondary,Rural,248679
1016,37,Female,Southern,Trade,Tertiary,Rural,473861
1017,27,Female,Northern,Trade,Primary,Urban,215007
1018,29,Male,Southern,Agriculture,Primary,Urban,237338
1019,31,Male,Southern,Manufacturing,Secondary,Urban,66020
1020,40,Male,Eastern,Other,Tertiary,Rural,209213
1021,41,Male,Southern,Manufacturing,Tertiary,Rural,214933
1022,28,Female,Kigali,Services,No Education,Rural,453372
1023,34,Female,Northern,Other,Primary,Rural,228074
1024,60,Male,Southern,Services,Secondary,Rural,92997
1025,55,Male,Eastern,Services,Primary,Rural,175582
1026,40,Female,Eastern,Services,Primary,Rural,149011
1027,35,Male,Eastern,Other,Primary,Rural,156181
1028,36,Male,Southern,Agriculture,Secondary,Rural,45439
1029,42,Female,Western,Services,Tertiary,Rural,284395
1030,22,Female,Northern,Manufacturing,Tertiary,Rural,207261
1031,31,Male,Southern,Trade,Primary,Rural,136116
1032,18,Male,Western,Services,Secondary,Urban,112144
1033,39,Male,Kigali,Other,Tertiary,Urban,144654
1034,42,Female,Kigali,Other,Primary,Rural,277724
1035,29,Female,Southern,Agriculture,Secondary,Urban,57546
1036,53,Male,Southern,Services,Primary,Rural,59601
1037,20,Female,Western,Agriculture,Primary,Rural,83358
1038,18,Female,Eastern,Agriculture,Primary,Urban,60901
1039,37,Male,Kigali,Services,No Education,Urban,75861
1040,47,Female,Eastern,Other,Secondary,Urban,181459
1041,55,Female,Kigali,Trade,Primary,Urban,42345
1042,29,Male,Kigali,Agriculture,Primary,Rural,38785
1043,47,Male,Southern,Agriculture,Primary,Rural,449298
1044,34,Female,Kigali,Services,Tertiary,Rural,307948
1045,32,Female,Southern,Services,Secondary,Rural,84747
1046,45,Female,Eastern,Agriculture,Secondary,Rural,143457
1047,42,Female,Northern,Trade,Secondary,Rural,202041
1048,18,Female,Kigali,Other,Primary,Rural,240588
1049,52,Male,Eastern,Services,Primary,Rural,117701
1050,51,Female,Kigali,Trade,Secondary,Urban,364370
1051,27,Male,Western,Agriculture,Primary,Urban,22109
1052,39,Male,Southern,Manufacturing,Primary,Urban,84889
1053,40,Female,Eastern,Services,Secondary,Urban,228238
1054,38,Female,Kigali,Agriculture,Primary,Rural,113082
1055,28,Male,Western,Other,Primary,Urban,68067
1056,26,Female,Eastern,Services,Secondary,Rural,189514
1057,34,Male,Kigali,Manufacturing,Primary,Rural,92291
1058,49,Male,Northern,Agriculture,Secondary,Rural,82261
1059,41,Male,Western,Agriculture,Secondary,Rural,233057
1060,30,Female,Kigali,Agriculture,Secondary,Urban,276159
1061,44,Female,Kigali,Services,Secondary,Rural,69358
1062,18,Male,Western,Manufacturing,Primary,Urban,84824
1063,48,Female,Kigali,Agriculture,Primary,Rural,62519
1064,18,Male,Kigali,Manufacturing,Primary,Rural,148804
1065,30,Female,Northern,Manufacturing,Primary,Rural,89811
1066,21,Male,Western,Manufacturing,Tertiary,Rural,571930
1067,19,Male,Eastern,Services,Secondary,Rural,203332
1068,48,Female,Western,Other,Primary,Urban,195348
1069,29,Male,Southern,Services,No Education,Urban,55907
1070,39,Male,Kigali,Services,No Education,Rural,301388
1071,34,Female,Western,Agriculture,Primary,Rural,9100
1072,40,Female,Eastern,Agriculture,Primary,Rural,169297
1073,35,Male,Kigali,Agriculture,Secondary,Urban,281822
1074,19,Male,Northern,Services,Tertiary,Rural,150872
1075,46,Male,Eastern,Agriculture,Secondary,Rural,284232
1076,29,Female,Kigali,Agriculture,Primary,Rural,82593
1077,18,Male,Kigali,Trade,Primary,Rural,114148
1078,29,Female,Eastern,Agriculture,Secondary,Rural,134705
1079,53,Female,Southern,Agriculture,Secondary,Urban,1708019
1080,45,Male,Northern,Agriculture,Secondary,Rural,300970
1081,30,Male,Western,Trade,Tertiary,Urban,404762
1082,30,Male,Kigali,Agriculture,Secondary,Urban,64301
1083,31,Male,Kigali,Services,Secondary,Rural,172742
1084,59,Female,Kigali,Services,Primary,Rural,67991
1085,39,Male,Kigali,Manufacturing,Secondary,Rural,346807
1086,40,Male,Kigali,Services,Primary,Rural,145802
1087,47,Female,Southern,Trade,Primary,Rural,44165
1088,37,Male,Western,Agriculture,Secondary,Urban,142412
1089,31,Female,Western,Agriculture,Primary,Rural,44030
1090,32,Male,Kigali,Agriculture,No Education,Urban,115866
1091,34,Female,Western,Agriculture,No Education,Rural,39719
1092,34,Female,Eastern,Agriculture,No Education,Urban,104947
1093,43,Female,Kigali,Agriculture,No Education,Rural,143951
1094,35,Female,Western,Services,Primary,Rural,124890
1095,43,Male,Northern,Manufacturing,Primary,Urban,144557
1096,34,Male,Kigali,Agriculture,Primary,Rural,102210
1097,35,Female,Eastern,Manufacturing,Tertiary,Urban,564880
1098,18,Female,Kigali,Agriculture,Primary,Urban,46573
1099,45,Male,Southern,Agriculture,Primary,Urban,139114
1100,39,Male,Eastern,Services,Secondary,Rural,441846
1101,46,Male,Western,Agriculture,Tertiary,Rural,224935
1102,18,Male,Kigali,Agriculture,Secondary,Rural,107519
1103,60,Male,Eastern,Services,Primary,Rural,217384
1104,33,Female,Eastern,Other,Secondary,Rural,184307
1105,48,Male,Northern,Manufacturing,Secondary,Rural,328311
1106,22,Male,Eastern,Agriculture,Secondary,Rural,20334
1107,42,Female,Southern,Trade,Secondary,Rural,37034
1108,22,Female,Western,Manufacturing,Tertiary,Rural,555776
1109,27,Female,Western,Services,Tertiary,Urban,83137
1110,57,Female,Southern,Trade,Secondary,Rural,176945
1111,32,Male,Western,Services,Primary,Rural,98320
1112,37,Female,Northern,Agriculture,Secondary,Urban,60152
1113,45,Female,Southern,Services,Secondary,Rural,203700
1114,40,Male,Eastern,Services,No Education,Urban,180866
1115,36,Female,Eastern,Services,Tertiary,Urban,1499656
1116,39,Female,Eastern,Services,Primary,Urban,102759
1117,63,Male,Eastern,Other,Secondary,Rural,406139
1118,34,Male,Kigali,Other,Tertiary,Rural,235560
1119,37,Male,Western,Trade,Primary,Rural,63990
1120,47,Male,Eastern,Trade,Secondary,Urban,316198
1121,48,Male,Kigali,Other,Primary,Rural,170740
1122,49,Female,Northern,Agriculture,Primary,Rural,89396
1123,42,Male,Kigali,Agriculture,Primary,Urban,139743
1124,21,Female,Kigali,Services,Primary,Rural,80825
1125,54,Female,Kigali,Trade,Primary,Urban,72914
1126,21,Female,Eastern,Services,Tertiary,Urban,508909
1127,38,Female,Eastern,Manufacturing,Tertiary,Rural,207961
1128,25,Male,Southern,Agriculture,Primary,Rural,81478
1129,34,Male,Southern,Agriculture,Secondary,Urban,166948
1130,38,Female,Eastern,Manufacturing,No Education,Urban,222140
1131,38,Female,Eastern,Agriculture,No Education,Urban,32720
1132,40,Female,Eastern,Agriculture,Primary,Urban,316011
1133,54,Male,Southern,Agriculture,Tertiary,Urban,203608
1134,40,Female,Kigali,Agriculture,Tertiary,Rural,120875
1135,32,Male,Kigali,Manufacturing,Primary,Rural,214584
1136,46,Female,Southern,Agriculture,Primary,Rural,104966
1137,49,Female,Eastern,Services,Primary,Rural,240694
1138,20,Male,Kigali,Agriculture,Secondary,Rural,157882
1139,42,Female,Kigali,Trade,Secondary,Urban,296263
1140,43,Male,Western,Agriculture,Primary,Urban,332809
1141,31,Male,Western,Services,Secondary,Rural,312258
1142,51,Female,Southern,Manufacturing,Primary,Urban,173816
1143,33,Female,Eastern,Agriculture,Tertiary,Urban,75258
1144,36,Female,Northern,Trade,Secondary,Urban,633469
1145,32,Female,Western,Services,Primary,Rural,107737
1146,35,Female,Western,Services,Secondary,Rural,105471
1147,21,Female,Kigali,Agriculture,Secondary,Rural,25586
1148,18,Female,Southern,Other,Primary,Rural,142356
1149,54,Male,Kigali,Trade,Primary,Rural,122322
1150,24,Female,Kigali,Agriculture,Tertiary,Rural,42300
1151,23,Male,Southern,Agriculture,Primary,Urban,162291
1152,18,Female,Eastern,Trade,No Education,Urban,86147
1153,27,Male,Western,Manufacturing,Secondary,Urban,2009613
1154,19,Male,Kigali,Trade,Secondary,Urban,105792
1155,54,Male,Northern,Services,Secondary,Urban,141336
1156,47,Female,Western,Manufacturing,Tertiary,Urban,160620
1157,26,Male,Western,Agriculture,Secondary,Urban,370973
1158,62,Male,Kigali,Agriculture,Primary,Rural,64469
1159,46,Female,Eastern,Services,Secondary,Rural,86228
1160,31,Female,Northern,Other,Secondary,Rural,225918
1161,18,Male,Kigali,Agriculture,No Education,Rural,26175
1162,62,Male,Western,Services,Primary,Rural,214855
1163,18,Male,Western,Manufacturing,No Education,Urban,747101
1164,18,Male,Kigali,Services,Secondary,Urban,315002
1165,47,Female,Kigali,Trade,Tertiary,Urban,384796
1166,64,Female,Kigali,Trade,Secondary,Rural,257406
1167,51,Female,Western,Agriculture,Tertiary,Rural,558164
1168,41,Male,Kigali,Other,No Education,Urban,337823
1169,42,Female,Eastern,Trade,Tertiary,Urban,328366
1170,45,Female,Eastern,Trade,Secondary,Rural,264468
1171,44,Female,Northern,Manufacturing,Primary,Urban,97284
1172,38,Female,Kigali,Trade,Tertiary,Rural,330651
1173,36,Female,Kigali,Agriculture,Primary,Urban,50518
1174,34,Female,Western,Agriculture,Tertiary,Rural,105982
1175,25,Male,Western,Trade,Tertiary,Urban,19616
1176,31,Female,Southern,Agriculture,Secondary,Rural,141543
1177,18,Female,Kigali,Agriculture,Secondary,Urban,79736
1178,33,Female,Eastern,Trade,Primary,Rural,264137
1179,23,Male,Northern,Trade,Secondary,Rural,175346
1180,21,Female,Kigali,Agriculture,Primary,Urban,277564
1181,37,Female,Western,Trade,Secondary,Rural,53932
1182,51,Male,Northern,Manufacturing,Secondary,Rural,412316
1183,46,Male,Kigali,Services,Tertiary,Rural,1149449
1184,18,Female,Western,Trade,No Education,Rural,181920
1185,23,Female,Western,Services,Secondary,Rural,289805
1186,46,Female,Kigali,Agriculture,Tertiary,Rural,162807
1187,23,Male,Northern,Agriculture,Secondary,Urban,87715
1188,32,Female,Eastern,Services,Primary,Rural,239566
1189,41,Male,Eastern,Services,No Education,Rural,35505
1190,23,Male,Kigali,Trade,No Education,Rural,70671
1191,36,Male,Northern,Trade,Secondary,Rural,31117
1192,18,Male,Western,Services,Secondary,Rural,87707
1193,27,Male,Northern,Trade,Tertiary,Rural,296980
1194,38,Male,Kigali,Agriculture,Primary,Rural,130155
1195,18,Male,Northern,Agriculture,Primary,Rural,90481
1196,40,Male,Eastern,Trade,Secondary,Rural,147073
1197,34,Female,Western,Agriculture,Secondary,Rural,22709
1198,41,Female,Eastern,Agriculture,Tertiary,Rural,105513
1199,37,Male,Kigali,Manufacturing,Secondary,Rural,104167
1200,51,Female,Kigali,Services,Primary,Rural,76909
1201,36,Male,Southern,Trade,Secondary,Urban,269518
1202,29,Female,Kigali,Agriculture,Tertiary,Urban,92837
1203,36,Male,Southern,Agriculture,Secondary,Rural,63289
1204,41,Male,Kigali,Agriculture,Primary,Rural,16358
1205,35,Female,Eastern,Services,Primary,Urban,133879
1206,35,Female,Eastern,Agriculture,No Education,Urban,42999
1207,26,Female,Western,Services,Secondary,Rural,164069
1208,27,Female,Western,Trade,Primary,Rural,50737
1209,18,Female,Kigali,Other,Primary,Rural,118059
1210,55,Male,Eastern,Agriculture,Primary,Rural,77374
1211,20,Male,Kigali,Services,Secondary,Rural,586729
1212,26,Male,Northern,Services,Primary,Urban,252147
1213,26,Male,Eastern,Other,Secondary,Urban,38292
1214,45,Female,Western,Other,No Education,Rural,35885
1215,31,Female,Western,Agriculture,Primary,Urban,118030
1216,49,Male,Eastern,Manufacturing,Secondary,Rural,85387
1217,26,Female,Eastern,Agriculture,Primary,Rural,8082
1218,38,Female,Western,Agriculture,Primary,Rural,255711
1219,24,Male,Southern,Agriculture,No Education,Rural,140510
1220,60,Male,Kigali,Services,Tertiary,Urban,420522
1221,20,Male,Eastern,Services,Secondary,Rural,94733
1222,38,Male,Eastern,Agriculture,Primary,Urban,159002
1223,42,Male,Kigali,Manufacturing,No Education,Urban,102267
1224,39,Female,Kigali,Agriculture,Tertiary,Rural,167464
1225,32,Male,Kigali,Services,Secondary,Urban,95854
1226,33,Male,Northern,Agriculture,Primary,Rural,292201
1227,35,Female,Kigali,Agriculture,Secondary,Rural,29232
1228,33,Female,Kigali,Services,Secondary,Urban,536529
1229,46,Female,Kigali,Agriculture,Secondary,Urban,137684
1230,61,Male,Southern,Services,Secondary,Rural,104100
1231,28,Male,Western,Agriculture,Primary,Rural,99286
1232,18,Female,Eastern,Services,No Education,Rural,212989
1233,33,Male,Eastern,Agriculture,Tertiary,Rural,424234
1234,65,Male,Western,Manufacturing,Secondary,Rural,230810
1235,25,Female,Kigali,Trade,Primary,Rural,53250
1236,54,Female,Kigali,Agriculture,Tertiary,Urban,193205
1237,55,Male,Kigali,Services,Tertiary,Rural,912134
1238,28,Female,Kigali,Agriculture,Tertiary,Rural,417811
1239,41,Male,Eastern,Services,Tertiary,Rural,441140
1240,54,Male,Western,Agriculture,Tertiary,Rural,268657
1241,30,Male,Northern,Services,Primary,Rural,228020
1242,32,Male,Eastern,Services,Secondary,Urban,505879
1243,28,Male,Western,Other,Secondary,Rural,89059
1244,22,Female,Kigali,Services,Primary,Rural,44071
1245,27,Female,Kigali,Services,No Education,Rural,125182
1246,20,Female,Northern,Services,Tertiary,Urban,144120
1247,35,Male,Northern,Other,Primary,Rural,46690
1248,25,Male,Kigali,Trade,Tertiary,Rural,99863
1249,37,Male,Eastern,Agriculture,No Education,Rural,576717
1250,18,Male,Northern,Trade,No Education,Urban,143094
1251,38,Male,Southern,Services,Secondary,Rural,205707
1252,45,Female,Northern,Trade,Primary,Urban,53092
1253,18,Female,Eastern,Trade,Secondary,Rural,29359
1254,39,Female,Kigali,Agriculture,Secondary,Rural,53315
1255,49,Male,Eastern,Manufacturing,No Education,Urban,567725
1256,20,Female,Kigali,Agriculture,Primary,Rural,113503
1257,55,Male,Western,Agriculture,Primary,Rural,140230
1258,40,Male,Eastern,Agriculture,Primary,Rural,156845
1259,26,Male,Eastern,Manufacturing,Secondary,Rural,111944
1260,34,Female,Southern,Agriculture,Primary,Rural,263692
1261,41,Female,Eastern,Agriculture,No Education,Rural,47601
1262,35,Male,Eastern,Manufacturing,Secondary,Urban,719409
1263,41,Female,Southern,Agriculture,No Education,Urban,146248
1264,23,Female,Western,Agriculture,Primary,Rural,20763
1265,37,Male,Southern,Agriculture,Primary,Urban,62076
1266,18,Male,Kigali,Agriculture,Tertiary,Rural,34087
1267,33,Male,Northern,Services,Tertiary,Urban,702990
1268,24,Female,Southern,Agriculture,Secondary,Rural,100652
1269,26,Male,Kigali,Other,Primary,Rural,18263
1270,49,Female,Kigali,Manufacturing,Primary,Rural,205331
1271,48,Male,Western,Agriculture,Secondary,Rural,66802
1272,42,Female,Kigali,Agriculture,Secondary,Rural,31325
1273,21,Male,Southern,Services,Tertiary,Rural,816254
1274,31,Female,Eastern,Services,Primary,Urban,184577
1275,49,Female,Eastern,Agriculture,No Education,Rural,62449
1276,36,Female,Kigali,Agriculture,Secondary,Rural,74583
1277,62,Female,Southern,Trade,Secondary,Rural,38243
1278,39,Male,Eastern,Agriculture,Secondary,Rural,36155
1279,37,Female,Northern,Agriculture,Secondary,Urban,373068
1280,31,Male,Southern,Trade,Tertiary,Urban,158109
1281,36,Male,Southern,Manufacturing,Secondary,Rural,182862
1282,33,Female,Western,Agriculture,Tertiary,Rural,27699
1283,43,Male,Northern,Manufacturing,Tertiary,Rural,86663
1284,46,Female,Eastern,Agriculture,Secondary,Rural,167220
1285,25,Female,Western,Manufacturing,Primary,Urban,267350
1286,19,Male,Northern,Services,Primary,Urban,688793
1287,18,Female,Kigali,Trade,Secondary,Rural,375768
1288,41,Male,Kigali,Other,Secondary,Urban,138712
1289,21,Male,Southern,Other,Tertiary,Urban,337227
1290,18,Male,Eastern,Other,Primary,Rural,84290
1291,39,Female,Southern,Services,Primary,Rural,674333
1292,64,Female,Eastern,Agriculture,Secondary,Urban,334635
1293,34,Female,Kigali,Services,No Education,Rural,135682
1294,45,Female,Northern,Manufacturing,Primary,Rural,178456
1295,35,Male,Kigali,Trade,Primary,Urban,448450
1296,33,Male,Eastern,Agriculture,Secondary,Rural,163224
1297,46,Female,Northern,Other,Primary,Rural,377834
1298,31,Female,Eastern,Trade,Tertiary,Rural,30726
1299,38,Male,Southern,Other,Primary,Rural,157045
1300,38,Male,Southern,Trade,Tertiary,Rural,117646
1301,26,Female,Southern,Agriculture,Secondary,Urban,543990
1302,46,Female,Kigali,Agriculture,Primary,Urban,389122
1303,32,Male,Kigali,Agriculture,Primary,Urban,115936
1304,25,Male,Northern,Agriculture,No Education,Rural,269779
1305,41,Female,Western,Services,Secondary,Urban,833627
1306,24,Female,Southern,Trade,Primary,Rural,115247
1307,35,Male,Southern,Trade,Primary,Urban,1019906
1308,34,Female,Eastern,Services,Secondary,Rural,150183
1309,48,Male,Eastern,Agriculture,Primary,Urban,95121
1310,40,Male,Eastern,Agriculture,Primary,Rural,173661
1311,34,Female,Kigali,Agriculture,Secondary,Urban,100564
1312,44,Female,Kigali,Agriculture,Tertiary,Urban,197852
1313,51,Male,Western,Services,Primary,Rural,402390
1314,41,Female,Kigali,Agriculture,Primary,Rural,88215
1315,35,Female,Kigali,Agriculture,Tertiary,Urban,47619
1316,19,Female,Kigali,Agriculture,No Education,Urban,137733
1317,22,Female,Western,Services,Tertiary,Rural,122158
1318,31,Female,Northern,Services,No Education,Rural,236697
1319,27,Female,Southern,Services,Tertiary,Rural,372152
1320,32,Male,Western,Services,Primary,Rural,422841
1321,35,Male,Eastern,Other,Tertiary,Urban,477431
1322,41,Male,Northern,Agriculture,Primary,Rural,207806
1323,34,Female,Kigali,Services,Secondary,Rural,90166
1324,40,Female,Kigali,Manufacturing,No Education,Rural,262934
1325,35,Male,Southern,Services,Primary,Urban,818114
1326,18,Male,Southern,Other,Secondary,Rural,73972
1327,23,Female,Eastern,Agriculture,Secondary,Urban,563191
1328,33,Male,Eastern,Services,Tertiary,Rural,137396
1329,20,Female,Northern,Agriculture,Primary,Rural,43940
1330,42,Male,Kigali,Services,Tertiary,Rural,270240
1331,53,Female,Kigali,Agriculture,Primary,Rural,154028
1332,49,Female,Kigali,Agriculture,Tertiary,Rural,294797
1333,32,Male,Kigali,Services,Tertiary,Rural,98784
1334,52,Male,Southern,Services,Primary,Rural,184474
1335,36,Male,Kigali,Agriculture,Tertiary,Urban,106784
1336,30,Female,Kigali,Manufacturing,Secondary,Urban,70973
1337,27,Female,Northern,Services,Primary,Rural,61984
1338,31,Male,Western,Agriculture,Secondary,Urban,73193
1339,30,Female,Kigali,Services,No Education,Rural,179799
1340,37,Female,Kigali,Manufacturing,Secondary,Rural,451624
1341,36,Male,Eastern,Services,Primary,Rural,40097
1342,35,Male,Southern,Agriculture,No Education,Rural,104655
1343,40,Female,Northern,Agriculture,Primary,Rural,33887
1344,49,Female,Southern,Services,Secondary,Rural,254728
1345,46,Female,Western,Other,Tertiary,Rural,107969
1346,18,Female,Southern,Manufacturing,Tertiary,Urban,139463
1347,18,Female,Northern,Agriculture,Primary,Rural,164702
1348,46,Male,Eastern,Services,No Education,Urban,96292
1349,18,Female,Kigali,Trade,Secondary,Rural,99667
1350,32,Female,Western,Agriculture,Secondary,Rural,17382
1351,20,Female,Eastern,Other,Primary,Rural,231550
1352,18,Male,Kigali,Other,Primary,Rural,209407
1353,41,Male,Southern,Agriculture,Secondary,Rural,103113
1354,44,Male,Kigali,Other,Primary,Rural,31992
1355,28,Male,Northern,Agriculture,Secondary,Urban,351189
1356,18,Male,Northern,Trade,Secondary,Rural,75308
1357,28,Female,Eastern,Services,Tertiary,Rural,148364
1358,39,Female,Southern,Services,Secondary,Urban,1272743
1359,18,Male,Kigali,Services,Primary,Rural,74215
1360,37,Female,Eastern,Trade,Tertiary,Urban,418285
1361,34,Male,Northern,Agriculture,Secondary,Rural,160957
1362,41,Male,Southern,Services,Primary,Urban,231453
1363,36,Male,Southern,Agriculture,Secondary,Urban,167240
1364,23,Female,Eastern,Agriculture,Primary,Rural,117392
1365,49,Male,Northern,Agriculture,Secondary,Urban,165899
1366,33,Male,Kigali,Services,Secondary,Urban,192050
1367,34,Male,Western,Agriculture,Secondary,Rural,343948
1368,23,Female,Eastern,Agriculture,No Education,Rural,27631
1369,29,Male,Southern,Agriculture,Primary,Rural,196679
1370,24,Female,Kigali,Agriculture,Tertiary,Rural,274447
1371,32,Female,Kigali,Services,Secondary,Rural,269252
1372,55,Female,Eastern,Other,Primary,Rural,265373
1373,18,Female,Western,Agriculture,Primary,Urban,104867
1374,18,Male,Northern,Other,Primary,Urban,31650
1375,52,Male,Western,Manufacturing,Secondary,Rural,169566
1376,32,Female,Eastern,Services,Secondary,Rural,69684
1377,26,Male,Eastern,Services,Secondary,Urban,111475
1378,47,Female,Kigali,Trade,Secondary,Rural,47497
1379,27,Female,Southern,Agriculture,Secondary,Rural,70076
1380,56,Female,Kigali,Services,Primary,Rural,80848
1381,43,Female,Western,Manufacturing,Primary,Rural,22691
1382,29,Female,Western,Services,Secondary,Urban,350539
1383,60,Female,Western,Trade,Tertiary,Rural,1049730
1384,27,Male,Northern,Agriculture,Secondary,Urban,216766
1385,43,Female,Southern,Manufacturing,Secondary,Rural,152740
1386,38,Male,Southern,Services,Secondary,Rural,147397
1387,50,Male,Kigali,Agriculture,Tertiary,Rural,101504
1388,53,Female,Northern,Agriculture,Primary,Urban,121365
1389,35,Male,Kigali,Services,Primary,Rural,126503
1390,25,Male,Eastern,Trade,Tertiary,Rural,90666
1391,40,Male,Kigali,Services,Tertiary,Rural,819474
1392,26,Female,Kigali,Trade,Primary,Rural,33043
1393,59,Female,Eastern,Services,Secondary,Urban,355654
1394,36,Female,Eastern,Agriculture,Primary,Rural,80114
1395,30,Male,Northern,Agriculture,Primary,Rural,397453
1396,37,Female,Kigali,Agriculture,Tertiary,Rural,186714
1397,18,Female,Northern,Agriculture,Primary,Urban,84677
1398,23,Male,Kigali,Agriculture,Tertiary,Urban,151575
1399,49,Male,Northern,Manufacturing,Primary,Rural,156953
1400,27,Male,Northern,Manufacturing,Secondary,Rural,72013
1401,22,Female,Northern,Agriculture,No Education,Urban,55588
1402,41,Female,Southern,Agriculture,Secondary,Urban,32004
1403,49,Female,Eastern,Agriculture,Secondary,Rural,49061
1404,43,Male,Southern,Services,Secondary,Urban,215814
1405,46,Female,Eastern,Agriculture,No Education,Rural,100407
1406,25,Female,Eastern,Agriculture,Primary,Rural,17831
1407,18,Female,Northern,Other,No Education,Rural,88453
1408,53,Female,Kigali,Trade,Primary,Rural,170422
1409,31,Male,Southern,Agriculture,Secondary,Rural,90119
1410,31,Male,Northern,Services,Secondary,Urban,120574
1411,50,Female,Eastern,Agriculture,Secondary,Rural,73827
1412,41,Female,Kigali,Trade,Secondary,Urban,108241
1413,40,Female,Kigali,Services,Primary,Rural,78295
1414,60,Male,Western,Agriculture,Primary,Rural,99830
1415,27,Female,Southern,Manufacturing,Primary,Rural,963119
1416,46,Male,Kigali,Agriculture,Secondary,Rural,56628
1417,35,Male,Eastern,Agriculture,Secondary,Rural,79595
1418,38,Female,Northern,Agriculture,Primary,Rural,83350
1419,53,Female,Southern,Services,Primary,Rural,75188
1420,41,Male,Kigali,Agriculture,Tertiary,Rural,342227
1421,41,Male,Kigali,Agriculture,Secondary,Rural,15406
1422,47,Male,Western,Agriculture,Secondary,Rural,67129
1423,30,Male,Kigali,Agriculture,Primary,Urban,217332
1424,24,Female,Kigali,Trade,Primary,Urban,111569
1425,22,Female,Western,Agriculture,Tertiary,Urban,95830
1426,18,Male,Northern,Agriculture,Secondary,Urban,189888
1427,59,Female,Kigali,Manufacturing,Primary,Rural,313908
1428,21,Female,Kigali,Trade,Secondary,Rural,151884
1429,32,Female,Kigali,Trade,Secondary,Rural,67601
1430,31,Male,Kigali,Services,Primary,Rural,187698
1431,38,Female,Western,Agriculture,Primary,Rural,62977
1432,44,Male,Eastern,Manufacturing,Primary,Rural,275938
1433,45,Male,Southern,Manufacturing,Primary,Rural,498017
1434,28,Male,Western,Agriculture,Secondary,Rural,12768
1435,32,Female,Eastern,Other,Primary,Rural,118677
1436,38,Male,Kigali,Agriculture,Secondary,Rural,25607
1437,32,Male,Northern,Other,Tertiary,Rural,1253208
1438,54,Male,Western,Trade,No Education,Rural,67880
1439,40,Female,Southern,Manufacturing,Secondary,Urban,424343
1440,43,Female,Kigali,Other,Secondary,Rural,124755
1441,42,Male,Southern,Manufacturing,Secondary,Rural,94501
1442,49,Female,Northern,Agriculture,Secondary,Rural,49098
1443,37,Female,Western,Services,Primary,Rural,463320
1444,19,Female,Kigali,Agriculture,Secondary,Urban,286741
1445,39,Male,Northern,Agriculture,Secondary,Rural,486060
1446,27,Female,Western,Manufacturing,Tertiary,Rural,260048
1447,28,Female,Eastern,Agriculture,Primary,Rural,109371
1448,42,Female,Eastern,Agriculture,Tertiary,Rural,114793
1449,49,Male,Kigali,Services,Primary,Urban,134636
1450,35,Female,Kigali,Trade,Tertiary,Urban,100372
1451,38,Female,Eastern,Agriculture,Secondary,Rural,109801
1452,55,Female,Western,Agriculture,Secondary,Urban,70982
1453,37,Male,Kigali,Agriculture,Secondary,Rural,146202
1454,66,Male,Eastern,Manufacturing,Primary,Rural,174170
1455,41,Female,Southern,Agriculture,Primary,Urban,142155
1456,18,Female,Kigali,Manufacturing,Primary,Rural,580640
1457,44,Male,Eastern,Agriculture,Primary,Rural,84287
1458,39,Female,Southern,Agriculture,Primary,Urban,206883
1459,50,Male,Western,Other,Secondary,Urban,861074
1460,43,Female,Northern,Agriculture,Secondary,Rural,292001
1461,33,Female,Southern,Services,Primary,Rural,327802
1462,20,Female,Kigali,Agriculture,Tertiary,Rural,111223
1463,32,Female,Western,Services,Secondary,Rural,185053
1464,24,Male,Kigali,Services,Tertiary,Rural,74271
1465,28,Female,Southern,Agriculture,Secondary,Rural,153024
1466,42,Male,Kigali,Agriculture,Primary,Rural,108199
1467,55,Female,Western,Agriculture,Secondary,Rural,104603
1468,39,Female,Southern,Manufacturing,Secondary,Urban,531233
1469,20,Female,Southern,Trade,No Education,Rural,37563
1470,40,Male,Kigali,Services,No Education,Rural,438104
1471,49,Female,Eastern,Services,Primary,Rural,268080
1472,27,Male,Northern,Agriculture,Primary,Rural,82097
1473,33,Male,Southern,Agriculture,Primary,Urban,100262
1474,35,Female,Kigali,Agriculture,Secondary,Rural,150799
1475,25,Male,Western,Agriculture,Primary,Rural,293269
1476,42,Female,Western,Agriculture,Secondary,Rural,111358
1477,33,Male,Kigali,Services,Secondary,Rural,172803
1478,40,Male,Southern,Services,Primary,Rural,132207
1479,24,Female,Northern,Other,No Education,Rural,410700
1480,29,Female,Eastern,Agriculture,No Education,Rural,58791
1481,43,Male,Eastern,Services,Primary,Urban,165444
1482,30,Female,Northern,Trade,Primary,Rural,350129
1483,55,Female,Southern,Services,Primary,Rural,146567
1484,30,Female,Eastern,Agriculture,Secondary,Rural,254961
1485,37,Male,Northern,Agriculture,Secondary,Urban,64380
